te work giveme chests,Positive,0.5,0.6
Brasileirão Pro 2018 - Série A e B,"Until it's good, BUT WHEN WILL UPDATE THE MENGÃO SHIELD ?????",Positive,0.7,0.6000000000000001
Brasileirão Pro 2018 - Série A e B,Very good ... bad it takes to update rating. But it is better to follow Brasileirão,Positive,0.2366666666666667,0.648888888888889
Brasileirão Pro 2018 - Série A e B,Best to follow Brazilian championship,Positive,1.0,0.3
Brasileirão Pro 2018 - Série A e B,The Atletico goal was canceled. Why did the anti-lords of this one keep 1x0 for so long? Good. That disappointed. Went,Negative,-0.03333333333333336,0.5833333333333334
Brasileirão Pro 2018 - Série A e B,So did my concept. Since yesterday it does not update.,Neutral,0.0,0.0
Brasileirão Pro 2018 - Série A e B,The is great. It just does not respect notification settings. I've already checked that no notifications appear and I keep getting more than 10 a day.,Positive,0.65,0.625
Brasileirão Pro 2018 - Série A e B,Excellent APP! Very well done and light. Mandatory for those who enjoy football and want to follow Brasileirão!,Positive,0.525,0.625
Brasileirão Pro 2018 - Série A e B,Very good.,Positive,0.9099999999999999,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,How do you get this notification from the application?,Neutral,0.0,0.0
Brasileirão Pro 2018 - Série A e B,Very good vai Corinthians,Positive,0.9099999999999999,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,You just have to put the option to simulate the results so that we have a sense of how it can be played if our team wins or loses,Neutral,0.0,0.15000000000000002
Brasileirão Pro 2018 - Série A e B,Best Brasileirão. I'm impressed.,Positive,1.0,0.65
Brasileirão Pro 2018 - Série A e B,I liked app.,Positive,0.6,0.8
Brasileirão Pro 2018 - Série A e B,Very good,Positive,0.9099999999999999,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,Great,Positive,0.8,0.75
Brasileirão Pro 2018 - Série A e B,Good,Positive,0.7,0.6000000000000001
Brasileirão Pro 2018 - Série A e B,"Good app. It has the potential to become great. My recommendations: -Add other competitions -Synchronize match schedule with mobile phone -Lance bid with information about them -To show start time -To show% of winning time in the competition -To show performance in the last 5 games (eg 3 wins, 1 draw , 1 defeat = VEDVV)",Positive,0.31071428571428567,0.5345238095238096
Brasileirão Pro 2018 - Série A e B,I have been using it since its first release and there have been few problems over the years. Only need to have C series to be complete.,Positive,0.0375,0.45833333333333337
Brasileirão Pro 2018 - Série A e B,Weak. Schedule TWO games is not synchronized with cellular GPS. Games in progress do not provide start time,Negative,-0.375,0.625
Brasileirão Pro 2018 - Série A e B,Best app ever! But .... Is it too much to ask for a version that joins Brazilians and liberators?,Positive,0.6,0.25
Brasileirão Pro 2018 - Série A e B,Very good !,Positive,1.0,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,Great app!,Positive,1.0,0.75
Brasileirão Pro 2018 - Série A e B,It's good!,Positive,0.875,0.6000000000000001
Brasileirão Pro 2018 - Série A e B,Very good,Positive,0.9099999999999999,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,"The is good, but only for those who have the patience to receive more phishing than whatsapp sends",Positive,0.39999999999999997,0.7000000000000001
Brasileirão Pro 2018 - Série A e B,One of the best apps. But could show real time game in progress.,Positive,0.26666666666666666,0.3333333333333333
Brasileirão Pro 2018 - Série A e B,One of the best Brazilian championships I have ever used on my phone !!!,Positive,1.0,0.3
Brasileirão Pro 2018 - Série A e B,With last update it was much better,Positive,0.25,0.2833333333333333
Brasileirão Pro 2018 - Série A e B,It was good after the update it got a lot better. I recommend.,Positive,0.6,0.55
Brasileirão Pro 2018 - Série A e B,"Mt good, best of Brazilian football",Positive,0.85,0.45000000000000007
Brasileirão Pro 2018 - Série A e B,"Meets expectations. Fast, simple and objective",Positive,0.06666666666666667,0.3523809523809524
Brasileirão Pro 2018 - Série A e B,"It's missing to know when a game is ""range"" and ""waxed"" ...",Negative,-0.30000000000000004,0.225
Brasileirão Pro 2018 - Série A e B,Great app. Great design. Congratulations,Positive,0.8,0.75
Brasileirão Pro 2018 - Série A e B,Very good,Positive,0.9099999999999999,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,Great,Positive,0.8,0.75
Brasileirão Pro 2018 - Série A e B,"Great app, I just wanted it to have information of goal assists in game information, and statistics like stolen ball. It would be perfect to have everything in one app, thinking like a player in a top hat.",Positive,0.475,0.6625
Brasileirão Pro 2018 - Série A e B,Great!!!,Positive,1.0,0.75
Brasileirão Pro 2018 - Série A e B,Very good,Positive,0.9099999999999999,0.7800000000000001
Brasileirão Pro 2018 - Série A e B,Very useful,Positive,0.39,0.0
Brasileirão Pro 2018 - Série A e B,Cool,Positive,0.35,0.65
"Breaking News, Local news, Attacks and Alerts Free","I flooded ads, redirected, news articles really hidden ads APK's, requires permissions. If allow permissions open. JUNK",Negative,-0.08333333333333333,0.41666666666666663
"Breaking News, Local news, Attacks and Alerts Free",No local updates multiple daily president wrong. Feels like trying make mind me. DELETE,Negative,-0.125,0.225
"Breaking News, Local news, Attacks and Alerts Free",I Love This It Sure Keeps You Updated About What's Going On In Your City So It's Really Helpful To Me.,Positive,0.39999999999999997,0.562962962962963
"Breaking News, Local news, Attacks and Alerts Free","Just like rest intolerant, liberal, left news. If want unbiased news, go somewhere else.",Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",This joke I allowed access location even tried search city STILL have news another location. Sooo pointless would have less stars I could have.,Negative,-0.20833333333333331,0.2833333333333333
"Breaking News, Local news, Attacks and Alerts Free",Really like I get news around world subject I care read take part I skip thank,Positive,0.016666666666666677,0.26666666666666666
"Breaking News, Local news, Attacks and Alerts Free","fb ad said ""see thats happening Pasco County Florida"", I live Pasco County I downloaded it. This know what/where Pasco County is. Its bullcrap. I ""uninstall"". Fake ads suck.",Negative,-0.18181818181818182,0.75
"Breaking News, Local news, Attacks and Alerts Free","As soon I downloaded, phone slowed way that's least it, soon I put email I INSTANTLY slammed spam, LOTS spam. Think real hard using make sure read TOS agreement! Definitely uninstalling! UPDATE: In response answer: It's TOS states DO third party DO sell info. It YOUR got slammed spam, I others. NO MATTER HOW OR HOW MANY TIMES YOU DENY THE FACT REMAINS : AS SOON AS I INPUT MY EMAIL ADDRESS THROUGH YOUR APP, I WAS IN FACT SLAMMED WITH SPAM. IT WAS A DIRECT RESULT OF USING YOUR APP! SO DENY ALL YOU WANT! even TOS states give personal information 3rd parties. YOU SOLD MY EMAIL ADDRESS PERIOD. If USA Russian, guys must t-rump followers! Just like them, DENY AND LIE. i'd happy send screenshots YOUR venndors spam. 77 less 20 minutes AFTER giving site email address. Want proof?",Positive,0.09054487179487179,0.42574786324786323
"Breaking News, Local news, Attacks and Alerts Free",I must say I love good job I'm going tell family friends app.,Positive,0.6,0.6000000000000001
"Breaking News, Local news, Attacks and Alerts Free","Had uninstall, works maybe 1 5 times. Just sits trying refresh.",Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",I like breaking news city,Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",I opened can't really tell give fair score yet,Positive,0.44999999999999996,0.55
"Breaking News, Local news, Attacks and Alerts Free",I'm impressed. Thank you. Definitely recommended.,Positive,0.5,0.75
"Breaking News, Local news, Attacks and Alerts Free",I Don't Know This,Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",Just downloaded far seems ok.,Positive,0.3,0.75
"Breaking News, Local news, Attacks and Alerts Free",Just installed 20 mins ago want give em five stars,Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",It's always good know thing around you!,Positive,0.875,0.6000000000000001
"Breaking News, Local news, Attacks and Alerts Free",It's helpful new news everyday,Negative,-0.03181818181818183,0.5272727272727272
"Breaking News, Local news, Attacks and Alerts Free",Cant find Columbus Ohio? Uninstall,Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",awesome gives breaking news,Positive,1.0,1.0
"Breaking News, Local news, Attacks and Alerts Free",It's straight forward.,Positive,0.2,0.4
"Breaking News, Local news, Attacks and Alerts Free",Really keeps updated !,Positive,0.25,0.2
"Breaking News, Local news, Attacks and Alerts Free",Keep updated news,Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",I like ads,Neutral,0.0,0.0
"Breaking News, Local news, Attacks and Alerts Free",So fat I enjoy spp,Positive,0.4,0.5
"Breaking News, Local news, Attacks and Alerts Free",It's great help keeping what's going area quickly!,Positive,0.6083333333333334,0.625
"Breaking News, Local news, Attacks and Alerts Free",Looks like great great news outlet me. Living vicinity.,Positive,0.8,0.75
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
"Breaking News, Local news, Attacks and Alerts Free",nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Breathing Zone,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Bricks n Balls,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight - LED Light,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,I highly recommend app. I Love front screen lights time. I like sound effects I'm glad I turn I need to.,Positive,0.39,0.635
Brightest Flashlight Free ®,It best flashlight I tried many I think I need give permission read DELETE things SD card I can't get back! Ex. Pics flashlight reading deleting SD card.!! BEWARE kids,Positive,0.5,0.26666666666666666
Brightest Flashlight Free ®,need able lock it. mine switched I touched screen mistake.,Positive,0.5,0.625
Brightest Flashlight Free ®,This best flashlight town. It's extremely bright beeps going shut off. I installed every single phone I've owned.,Positive,0.5428571428571429,0.43809523809523804
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,"Great app, Very bright, I've using years. Its never failed yet. I highly recommend anyone needs flashlight app.",Positive,0.53,0.6475
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest Flashlight Free ®,nan,nan,nan,nan
Brightest LED Flashlight,Awesome,Positive,1.0,1.0
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,Worst ever .. adds cover program can't even choose thing,Negative,-1.0,1.0
Brightest LED Flashlight,"I'm blind bat, helps lot.. Just saying lol",Positive,0.15000000000000002,0.6833333333333333
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,This simple require lot permissions install. Just access camera. One touch icon turns fast easy.,Positive,0.2111111111111111,0.5968253968253968
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,"The light fine, however I like adds.",Positive,0.4083333333333333,0.6
Brightest LED Flashlight,Very good helping night,Positive,0.9099999999999999,0.7800000000000001
Brightest LED Flashlight,Stopped working days.,Neutral,0.0,0.0
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,Great flashlite sos feature blinking light. Great work,Positive,0.6666666666666666,0.7333333333333334
Brightest LED Flashlight,"great apps, useful",Positive,0.55,0.375
Brightest LED Flashlight,Works great. Out camping forgot flashlight. This solved that!,Positive,1.0,0.75
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,I like u able change different lightings light able see don't glitches,Positive,0.35,0.6375
Brightest LED Flashlight,This great app.,Positive,0.8,0.75
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,Is drain battery.?,Neutral,0.0,0.0
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,Very simple easy,Positive,0.21666666666666667,0.6488095238095238
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,Multi function Flash light. Indispensable night.An Emergency flashlight also. Whoa.. .excellent,Positive,0.4,0.8
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,nan,nan,nan,nan
Brightest LED Flashlight,Super cool light large button,Positive,0.3244047619047619,0.6113095238095237
Brightest LED Flashlight,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,Let's loot. The Slogan here.,Neutral,0.0,0.0
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,"I using refresh mathematics skills. It fine simpler subjects, I got complex material I found ""getting stumped part learning"" approach tedious condescending. Don't waste time, teach I learn, stow reverse psychology, Mr. Miagi nonsense.",Negative,-0.14583333333333331,0.475
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,It fun solving problems becomes money You guys take money presentation collection knowledge made. But still fun solving weekly challenges,Positive,0.3,0.2
Brilliant,Fun challenging problems every week. Also 'Discuss Solutions' segment provides different approach problem. Best learning ever!,Positive,0.45,0.5249999999999999
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,Couldn't happier active visual approach learning. Questions thought provoking cause mull new concepts introduced. You'll learn faster deeper app!,Positive,0.01237373737373737,0.3515151515151515
Brilliant,nan,nan,nan,nan
Brilliant,Love app. Hate price. Not everyone earns dollars I guess that's fault third world country.,Negative,-0.10000000000000002,0.5
Brilliant,nan,nan,nan,nan
Brilliant,good app..... bad price.... quite expensive compared similar,Negative,-0.12499999999999997,0.5916666666666667
Brilliant,nan,nan,nan,nan
Brilliant,"If pay good. If almost unusable. In opinion internet, need briliant learn material teached.",Positive,0.7,0.6000000000000001
Brilliant,"I've learned lot letting show little I know! Easy use, intuitive, methodological teaching process, high points. The top prize, however, goes fact sequence learn yourself, instead predetermined order. Excellent! 7.5 5!",Positive,0.37179166666666663,0.6746666666666667
Brilliant,"Brilliant helps keep toes, serves reminder consider (read) whole problem rushing answer.",Positive,0.55,0.7
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,"I loving Brilliant. I bought year long subscription awesome content everything math, physics computer science related, exactly I needed. Real quality content elaborate wiki's next quizzes topics.",Positive,0.3777777777777778,0.5888888888888889
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,It helped build grasp concepts many topic..... Specially physics think also improved logical reasoning...... Gerat general thanks! Love see offline someday....,Positive,0.3178571428571429,0.4369047619047619
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,"There Spanish version app, best ways learning could cool languages",Positive,0.45,0.31666666666666665
Brilliant,I would say learning stuff exercising brain getting better topic already familiar with.,Positive,0.4375,0.5
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,Great 10/10 buy premium. Love fun makes learn hard science math.,Positive,0.32708333333333334,0.5229166666666667
Brilliant,nan,nan,nan,nan
Brilliant,What time Brilliant? Really. Just get,Positive,0.55,0.6
Brilliant,Everything perfect expensive.... everyone use.,Positive,0.25,0.85
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,"I using refresh mathematics skills. It fine simpler subjects, I got complex material I found ""getting stumped part learning"" approach tedious condescending. Don't waste time, teach I learn, stow reverse psychology, Mr. Miagi nonsense.",Negative,-0.14583333333333331,0.475
Brilliant,nan,nan,nan,nan
Brilliant,Enjoying content overall. Could bit polish certain ambiguous questions links new mathematical terms introducing question. Thankfully allows provide feedback per-question basis.,Positive,0.17012987012987013,0.32519480519480515
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,"The problems offered creative interesting solve, well educating. I considered well-grounded algebra, devs managed find areas I something learn. The process quite enjoyable. I recommend app, including paid subscription.",Positive,0.5,0.7000000000000001
Brilliant,Couldn't happier active visual approach learning. Questions thought provoking cause mull new concepts introduced. You'll learn faster deeper app!,Positive,0.01237373737373737,0.3515151515151515
Brilliant,"This amazing. It gives new problems every week profound mathematical truths embedded within them, allowing discover truths process solving problems.",Positive,0.20492424242424245,0.5886363636363636
Brilliant,nan,nan,nan,nan
Brilliant,"Opened app, instantly closed requires register social media account. This necessary, 0/10, definitely recommended.",Negative,-0.01666666666666667,0.4166666666666667
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,This go-to fun informative math problems/practice.,Positive,0.3,0.2
Brilliant,It helped build grasp concepts many topic..... Specially physics think also improved logical reasoning...... Gerat general thanks! Love see offline someday....,Positive,0.3178571428571429,0.4369047619047619
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,Pretty dope way brush knowledge may lost time.,Positive,0.25,1.0
Brilliant,"There Spanish version app, best ways learning could cool languages",Positive,0.45,0.31666666666666665
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brilliant,Everyone it. Definitely must have.,Neutral,0.0,0.5
Brilliant,nan,nan,nan,nan
Brilliant,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,I can't load dozen favourites. It load next favourite I delete one. I lot saved things I can't access.,Neutral,0.0,0.0
Brit + Co,"For past week, I've able load anything. Everytime I article, load. None them. What's up?? Fix please!",Positive,0.1875,0.4375
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,Entire articles categories refuse load. Extremely frustrating.,Negative,-0.2,0.7625
Brit + Co,I used like nothing loads soooooooo anymore,Neutral,0.0,0.0
Brit + Co,"It allow create account Facebook, accept info create new account...",Positive,0.13636363636363635,0.45454545454545453
Brit + Co,nan,nan,nan,nan
Brit + Co,Keeping fingers crossed truly fixed. So far good.,Positive,0.3,0.6
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,Poop,Neutral,0.0,0.0
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,"This favourite BUT I see content I uninstalled, reinstalled...bad move I cannot sign AT ALL. So many reports problems think would would fixed now. Very poor & unusable app.",Positive,0.026666666666666655,0.49333333333333335
Brit + Co,nan,nan,nan,nan
Brit + Co,I loved reading articles lot show content I read article. Apparently I'm experiencing this. It would nice issue could fixed.,Positive,0.36250000000000004,0.5875
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,"One favorite apps, without quirks There 50/50 chance article I clicked actually open. The MOST frustrating articles I want read ones open.",Positive,0.12,0.6799999999999999
Brit + Co,Literally single article loads app. So frustrating gotten worse better. Desperately need update guys.,Negative,-0.19428571428571428,0.6428571428571429
Brit + Co,"I loved before, now... My profile keeps logging I never save anything. It's really frustrating. I love app, I can't save anything I kind want uninstall it.",Positive,0.35,0.8
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,nan,nan,nan,nan
Brit + Co,"Seem like I'm one! I've loved quite long time but, I tried view number articles and, none would open. I uninstalled reinstalled avail. Either fix it, remove it..let us know what's up!?",Positive,0.21666666666666665,0.5666666666666668
Brit + Co,All time favorite Absolute BEST DIY inspiration & guidance. Gorgeous project ideas step step photos inspire lifestyle creativity daily basis. Have Brit & Co every device I own. .. definitely THE must-have crafty set. And Brit Shop rocks!!! Update: 8/2016 Still best!!!,Positive,0.53125,0.6444444444444444
Brit + Co,I used enjoy now.... many issues receiving contents. Frustrating!,Positive,0.13333333333333333,0.6333333333333333
